DZ,#fff,#006233,#d21034
AO,#000,#ce1126,#f9d616
BJ,#e8112d,#fcd116,#008751
BW,#75aadb,#fff
BF,#009e49,#ef2b2d,#fcd116
BI,#1eb53a,#ce1126,#fff
CI,#009e60,#fff,#f77f00
CV,#003893,#fff,#cf2027,#f7d116
CM,#007a5e,#ce1126,#fcd116
CF,#ffce00,#289728,#ffffff,#003082,#d21034
TD,#c60c30,#fecb00,#002664
KM,#3a75c4,#ce1126,#fff,#ffc61e,#3d8e33
CD,#007fff,#f7d618,#ce1021
DJ,#6ab2e7,#12ad2b,#fff,#d7141a
EG,#000,#fff,#ce1126,#c09300
GQ,#e32118,#fff,#3e9a00,#0073ce,#000,#73452b,#a36629,#009a3b,#ffd700
ER,#ea0437,#4189dd,#12ad2b,#ffc726
ET,#da121a,#fcdd09,#078930,#0f47af
GA,#009e60,#fcd116,#3a75c4
GM,#3a7728,#0c1c8c,#ce1126,#fff
GH,#006b3f,#fcd116,#ce1126,#000
GW,#ce1126,#fcd116,#009e49,#000
GN,#ce1126,#fcd116,#009460
KE,#fff,#006600,#bb0000
LS,#009543,#fff,#00209f,#000
LR,#bf0a30,#fff,#002868
LY,#239e46,#000,#e70013,#fff
MG,#007e3a,#fc3d32,#fff
MW,#ce1126,#339e35
ML,#ce1126,#fcd116,#14b53a
MR,#006233,#ffc400
MU,#00a551,#ffd500,#1a206d,#ea2839
MA,#c1272d,#006233
MZ,#000,#fff,#007168,#fce100,#d21034
NA,#003580,#009543,#fff,#d21034,#ffce00
NE,#0db02b,#fff,#e05206
NG,#008751,#fff
CG,#009543,#fbde4a,#dc241f
RW,#20603d,#fad201,#00a1de,#e5be01
ST,#12ad2b,#ffce00,#d21034,#000
SN,#00853f,#fdef42,#e31b23
SC,#d62828,#fcd856,#003f87,#fff,#007a3d
SL,#0072c6,#fff,#1eb53a
SO,#4189dd,#fff
ZA,#002395,#de3831,#fff,#ffb612,#007a4d
SS,#078930,#fff,#da121a,#0f47af,#fcdd09
SD,#fff,#d21034,#007229
SZ,#3e5eb9,#ffd900,#b10c0c,#000,#fff,#a70000,#3d5da7
TZ,#1eb53a,#00a3dd,#fcd116,#000
TG,#006a4e,#ffce00,#d21034,#fff
TN,#e70013,#fff
UG,#fcdc04,#d90000,#fff,#000,#9ca69c
ZM,#198a00,#ef7d00,#000,#de2010
ZW,#319208,#ffd200,#de2010,#fff,#ffc618,#000
AF,#090,#bf0000,#000,#fff,#bd6b00
AM,#f2a800,#0033a0,#d90012
AZ,#3f9c35,#ed2939,#00b9e4,#fff
BH,#fff,#ce1126
BD,#006a4e,#f42a41
BT,#efb22d,#e23d28,#000,#fff
BN,#f7e017,#fff,#000,#cf1126
KH,#032ea1,#e00025,#fff,#000
CN,#ffde00,#de2910
GE,#fff,#ff0000,#f00
IN,#f93,#fff,#128807,#008
ID,#fff,#ce1126
IR,#da0000,#fff,#239f40
IQ,#ffffff,#cf2029,#ce1126,#020202,#000000,#007a3d,#119b4a
JP,#fff,#bc002d
JO,#007a3d,#fff,#000,#ce1126
KZ,#00afca,#fec50c
KW,#007a3d,#fff,#ce1126
KG,#e8112d,#ffef00
LA,#ce1126,#002868,#fff
LB,#ed1c24,#fff,#00a651
MY,#cc0001,#fff,#010066,#fc0
MV,#d21034,#007e3a,#fff
MN,#c4272f,#015197,#f9cf02
MM,#fecb00,#ea2839,#34b233,#fff
NP,#003893,#dc143c,#fff
KP,#024fa2,#fff,#ed1c27
OM,#db161b,#fff,#008000
PK,#fff,#01411c
PS,#007a3d,#fff,#ce1126
PH,#0038a8,#ce1126,#fff,#fcd116
QA,#8d1b3d,#fff
RU,#fff,#d52b1e,#0039a6
SA,#006c35,#fff
SG,#ed2939,#fff
KR,#fff,#000,#c60c30,#003478
LK,#ffb700,#ff5b00,#005641,#8d2029,#000
SY,#000,#fff,#ce1126,#007a3d
TJ,#060,#fff,#c00,#f8c300
TH,#ed1c24,#fff,#241d4f
TL,#dc241f,#ffc726,#fff
TR,#e30a17,#ffffff
TM,#28ae66,#fff,#383739,#ca3745,#faae29
AE,#00732f,#fff,#f00
UZ,#1eb53a,#0099b5,#ce1126,#fff
VN,#da251d,#ff0
YE,#fff,#ce1126
AL,#e41e20,#000
AD,#d0103a,#fedf00,#0018a8,#c7b37f,#703d29,#d52b1e,#fff,#fcd900,#0065bd
AT,#ed2939,#fff
BY,#c8313e,#4aa657,#fff
BE,#ed2939,#fae042
BA,#002395,#fecb00,#fff
BG,#fff,#00966e,#d62612
HR,#171796,#fff,#f00,#0093dd,#000,#f7db17
CY,#fff,#435125,#d47600
CZ,#d7141a,#fff,#11457e
DK,#c60c30,#fff
EE,#4891d9,#000,#fff
FI,#fff,#003580
FR,#ed2939,#fff,#002395
DE,#000,#d00,#ffce00
GR,#0d5eaf,#fff
HU,#436f4d,#fff,#cd2a3e
IS,#003897,#fff,#d72828
IE,#169b62,#ffffff,#ff883e
IT,#009246,#fff,#ce2b37
LV,#9e3039,#fff
LI,#002b7f,#ce1126,#ffd83d,#000
LT,#c1272d,#006a44,#fdb913
LU,#00a1de,#ed2939,#fff
MT,#cf142b,#fff,#e60d2e,#96877d,#ccc,#d0d0d0,#000
MD,#cc092f,#ffd200,#0046ae,#000,#f5d402,#b07f55,#d10429,#097754,#0b45bb
MC,#fff,#ce1126
ME,#d3ae3b,#c40308,#b96b29,#d4af3a,#1d5e91,#6d8c3e,#c52126
NL,#21468b,#fff,#ae1c28
NO,#ef2b2d,#fff,#002868
PL,#fff,#dc143c
PT,#f00,#060,#ff0,#000,#fff,#039
MK,#d20000,#ffe600
RO,#002b7f,#fcd116,#ce1126
SM,#5eb6e4,#fff,#000,#f1bf31,#d99f31,#f1f1f2,#a0cfeb,#94bb79,#658d5c,#4c819a,#bdbfc1,#466343,#a48253
RS,#fff,#0c4076,#c6363c,#21231e,#edb92e
SK,#ee1c25,#0b4ea2,#fff
SI,#fff,#ed1c24,#005da4,#fd0
ES,#c60b1e,#ffc400,#000,#ad1519,#c8b100,#058e6e,#fff,#005bbf,#ccc,#ffd691,#0039f0,#db4446,#ed72aa
SE,#006aa7,#fecc00
CH,#f00,#fff
UA,#005bbb,#ffd500
GB,#00247d,#fff,#cf142b
VA,#fff,#ffe000,#000,#ce9d09,#ccc,#fa0204
AG,#fff,#000,#fcd116,#0072c6,#ce1126
BS,#00abc9,#fae042,#000
BB,#00267f,#ffc726,#000
BZ,#ce1126,#003f87,#fff,#552300,#007f00,#005800,#730000,#000,#289400,#030,#004b00,#9dd7ff,#ffd83c,#ff0018,#006ac8,#5ac800,#ffd800,#b34b00,#ccb8c8,#782121,#7e4b7e,#060,#ffa54b,#9b5f00,#ffb366,#69f
CA,#f00,#fff,#ff0000
CR,#002b7f,#fff,#ce1126,#000,#cea849,#dca842,#825123,#89c5e3,#fcdd09,#0f47af,#509164,#034418,#078930,#704d25
CU,#002a8f,#fff,#cf142b
DM,#006b3f,#fcd116,#fff,#000,#d41c30,#9c4a00,#9461c9
DO,#fff,#002d62,#ce1126,#000,#eac102,#201b18,#006300,#ff0,#808000,#008f4c,#00873f,#f00,#00863d,#aa241e
SV,#0f47af,#fff,#000,#e60000,#1f601a,#00209f,#011322,#011d33,#fc0,#022743,#033054,#053a65,#022847,#032b4c,#032d4f,#032f53,#043258,#04345b,#04365e,#043862,#053b67,#053d6a,#053f6e,#064172,#022a49,#043359,#043760,#064171,#053e6c,#04355c,#032c4d,#011e34,#022037,#022139,#02223b,#02233d,#022540,#022541,#032a4a,#032e50,#033156,#053c68,#053f6f,#064374,#011f36,#02233e,#022845,#043963,#007e93,#086aad,#0863aa,#095fa8,#0a58a5,#0a52a2,#0b4d9f,#0c479d,#270a7f,#241183,#221786,#1f1f8a,#1a258d,#172d91,#143393,#113b97,#ff0a00,#f10,#ff1500,#ff1a00,#ff2000,#ff2700,#ff2f00,#f30,#ff3c00,#ff4100,#ff4600,#fff500,#ffeb00,#ffe000,#ffd600,#ffcf00,#ffc400,#ffba00,#ffb000,#ffa600,#ff9c00,#ff9100,#ff8700,#ff7d00,#ff7500,#ff6b00,#ff6100,#ff5700,#ebf605,#d6ec09,#c2e30e,#add912,#99cf16,#85c61a,#70bc1f,#5cb323,#47a928,#0d74a4,#127a97,#17808b,#1a847d,#1e8a6d,#238f5e,#2b944e,#2f9b3e,#f00,#2a007c,#0671b0,#0c419a,#ff0,#ff4d00,#33a02c,#fef2ec,#fef2ea,#fef0e6,#feede3,#fee8dc,#fee6d5,#fee3cf,#fee0cc,#fedec6,#fdcdaa,#fdc59e,#fef0e9,#feebdf,#feebdd,#fee8d9,#fee6d3,#fee3d2,#fedec8,#fddbc5,#fddbc2,#fdd9bf,#fdd6bc,#fdd6b9,#fdd4b8,#fdd4b6,#fdd2b2,#fdd1b0,#fdd0b0,#fdd0ad,#fdcaa6,#fdcaa4,#fdc8a4,#fdc8a1,#fdc39b,#fdc398,#fdc097,#fdc095,#fdbe92,#fdbe90,#fdbb8f,#fdbb8d,#fdb98a,#fcb687,#fcb685,#fcb485,#fcb482,#00633b
GD,#fcd116,#ce1126,#007a5e
GT,#4997d0,#fff,#24420e,#406325,#67923d,#ba1f3e,#511124,#8c959d,#485654,#6c301e,#351710,#b2b6ba,#fab81c,#999270,#f9f0aa,#b07e09,#448127,#34541f,#4c0505,#eac102,#a08307,#000
HT,#d21034,#00209f,#f1b517,#000,#fff,#016a16,#0a328c,#d20014,#503200
HN,#0073cf,#fff
JM,#009b3a,#fed100
MX,#ce1126,#fff,#006847,#fcca3e,#aa8c30,#9ca168,#717732,#016848,#cd202a,#30c2dc,#0872a7,#f8c83c,#f9aa51,#953220,#231f20,#8cbebf,#04534e,#0c8489,#e92736,#f7e204,#78732e,#a8ac71,#f1a720,#c6c7a6,#1c242f,#977c2e,#af7029,#816c2a,#fcca3d,#6f5b24,#404118,#d2a567,#ab6d29,#4d2a15,#8f4620,#202020,#202220,#4b4139,#904720,#803f1d,#b07229,#5c3a1d,#8b441f,#312317,#1e2121,#5c3818,#171717,#45392d,#dbad6c,#874f20,#b27129,#6c3f18,#f16e16,#000,#d5d3ca,#6c4119,#f9c83a,#bf802d,#fcf3d8,#fdeaaf,#513625,#8b5122
NI,#000,#0067c6,#fff,#c8a400,#17c0eb,#f00,#f60,#ff0,#0f0,#0cf,#00f,#800080,#510000,#ff2a2a,#910000,#ff3a3a,#ccd11e,#97c924,#ede71f,#c6cb24,#9ecb34,#93bc30
PA,#fff,#005293,#d21034
KN,#009e49,#ce1126,#fcd116,#000,#fff
LC,#6cf,#fff,#fcd116
VC,#009e60,#fcd116,#0072c6
TT,#ce1126,#fff
US,#b22234,#fff,#3c3b6e
AU,#00008b,#fff,#f00
FM,#75b2dd,#fff
FJ,#002868,#fff,#ce1126,#68bfe5,#d21034,#000,#ffd100,#00a651,#964b36,#fff200
KI,#ce1126,#fcd116,#bd9c08,#003f87,#fff
MH,#003893,#fff,#dd7500
NR,#002b7f,#ffc61e,#fff
NZ,#00247d,#ffffff,#cc142b
PW,#4aadd6,#ffde00
PG,#000,#ce1126,#fcd116,#fff
WS,#ce1126,#002b7f,#fff
SB,#0051ba,#215b33,#fcd116,#fff
TO,#c10000,#fff
TV,#ffce00,#00247d,#fff,#cf142b,#5b97b1
VU,#d21034,#009543,#000,#fdce12
AR,#74acdf,#fff,#f6b40e,#85340a,#843511
BO,#007934,#f9e300,#d52b1e
BR,#009b3a,#fedf00,#002776,#fff
CL,#d52b1e,#fff,#0039a6
CO,#ce1126,#003893,#fcd116
EC,#ed1c24,#034ea2,#fd0,#000,#b1babf,#e8b909,#39b54a,#ffdf4f,#de2126,#009c4f,#c0cad0,#ebc900,#023f88,#452c25,#c69024,#b87510,#b76e11,#ac620e,#a2550b,#d3dce0,#395054,#006c3c,#6dbe45,#557176,#99afca,#4f91c5,#fff,#007638,#999b9e,#949699,#5c5342,#858d8d,#755338,#a37853,#616264,#a3a5a8,#797a7d,#939598,#442c13,#a48b58,#696161,#84848a,#453717,#6a5e46,#2f2311,#866d46,#acacad,#895f33,#ffe600,#565759,#9b7e39,#d0c9ce,#2f3b30,#64472d,#080101,#d9c0b9,#bd8759,#dcddde,#5e3f17,#dba05f,#c6262c,#842116,#7a2e26,#574f4c
GY,#009e49,#fff,#fcd116,#000,#ce1126
PY,#0038a8,#fff,#d52b1e,#000,#009b3a,#fedf00
PE,#d91023,#fff
SR,#377e3f,#fff,#b40a2d,#ecc81d
UY,#fff,#0038a8,#fcd116,#000
VE,#cf142b,#00247d,#fc0,#fff,#010101,#ce2028,#fec809,#ee2a24,#09733b,#ce1126,#f4ea14,#f47920,#ee1f40,#fbd118,#1e429b,#51b848,#9dab39,#3d5eab,#ee2142,#febe10,#d71f26,#f99c1c,#f3cc13,#f6eb16,#ffd324,#f7ed47,#6ebe44,#f05023,#6bbe45,#f7ec32,#d689ba,#43b649,#d12d2b,#5aba47,#f68c1e,#f2622b,#7254a3,#000
