Adriatic:Ionian
Ionian:Mediterranean,Tyrrhenian
Mediterranean:Ionian,Aegean,Tyrrhenian,Ligurian,Balearic,Alboran
Aegean:Mediterranean,Marmara
Marmara:Aegean,Black
Black:Azov,Marmara
Azov:Black
Ligurian:Mediterranean,Tyrrhenian
Tyrrhenian:Ligurian,Mediterranean
Balearic:Mediterranean
Alboran:Mediterranean,Strait of Gibraltar
Strait of Gibraltar:Alboran,(OCEAN) North Atlantic
